Source,Category,Headline,Description,Link,Date,Author,Target
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'Security', 'Officer']","['currently', 'career', 'opportunity', 'following', 'field', 'SECURITY', 'OFFICER', 'Grade', 'CEC', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'successful', 'candidate', 'require', 'perform', 'range', 'security', 'duty', 'surveillance', 'access', 'security', 'control', 'motor', 'vehicle', 'track', 'monitor', 'security', 'electronic', 'system', 'order', 'ensure']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-08-14 19:42:36+00:00,CEC Investor Relations,0
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'technician', 'Civil', 'Maintenance']","['currently', 'career', 'opportunity', 'following', 'field', 'TECHNICIAN', 'CIVIL', 'MAINTENANCE', 'Grade', 'CEC', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'role', 'responsible', 'undertake', 'implement', 'activity', 'site', 'construction', 'maintenance', 'work', 'perform', 'activity', 'machining', 'fabrication', 'joinery', 'tiling', 'roofing', 'etc', 'conjunction', 'subordinate']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-08-14 19:41:20+00:00,CEC Investor Relations,0
Copperbelt Energy,development,"['CEC', 'Career', 'Opportunity', 'Engineer', 'Software', 'Development']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'CEC', 'invite', 'application', 'suitably', 'qualified', 'innovative', 'individual', 'position', 'Engineer', 'Software', 'Development', 'role', 'ensure', 'develop', 'system', 'deliver', 'implement', 'accordance', 'development', 'standard', 'system', 'governance', 'framework', 'role', 'include', 'design', 'development', 'testing', 'maintenance']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-07-23 06:51:35+00:00,Lovejoy Musundire,0
Copperbelt Energy,health and wellness,"['CEC', 'enhance', 'Kitwe', 'Teaching', 'Hospital', 'new', 'Paediatric', 'Ward', 'ICU', 'invest', 'million', 'Kwacha', 'healthcare']","['Copperbelt', 'Energy', 'Corporation', 'Plc', 'CEC', 'hand', 'refurbish', 'Luntembwe', 'paediatric', 'ward', 'newly', 'construct', 'Intensive', 'Care', 'Unit', 'ICU', 'Kitwe', 'Teaching', 'Hospital', 'Government', 'Republic', 'Zambia', 'Saturday', 'July', 'modernised', 'ward', 'newly', 'create', 'ICU', 'cost', 'seven', 'million', 'Kwacha', 'improve', 'delivery', 'healthcare', 'service']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-07-08 15:21:02+00:00,CEC Investor Relations,0
Copperbelt Energy,business news,"['CEC', 'Renewables', 'announce', 'Green', 'Bond', 'Coupon', 'Payment', 'USD', 'million']","['LUSAKA', 'Zambia', 'June', 'CEC', 'Renewables', 'subsidiary', 'Copperbelt', 'Energy', 'Corporation', 'PLC', 'CEC', 'pleased', 'announce', 'Green', 'Bond', 'Coupon', 'payment', 'usd', 'million', 'coupon', 'payment', 'mark', 'Bond', 'sixth', 'month', 'anniversary', 'make', 'tradeable', 'Lusaka', 'Securities', 'Exchange', 'milestone', 'payment']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-06-21 14:04:21+00:00,CEC Investor Relations,0
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'Analyst', 'Human', 'Resource', 'Information', 'System']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'job', 'holder', 'require', 'provide', 'effective', 'efficient', 'Human', 'Resource', 'Information', 'System', 'HRIS', 'support', 'hr', 'operational', 'support', 'coordination', 'order', 'help', 'Management', 'decision', 'accord', 'company', 'human', 'resource', 'document', 'information', 'job', 'holder', 'report', 'Manager']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-05-27 15:06:15+00:00,Lovejoy Musundire,0
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'Instrumentation', 'Technician']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'role', 'responsible', 'carry', 'repair', 'maintenance', 'calibration', 'electronic', 'instrument', 'ensure', 'sound', 'operating', 'condition', 'job', 'holder', 'report', 'Supervisor', 'Power', 'Plants', 'Instrumentation', 'Key', 'Accountabilities', 'undertake', 'preventative', 'maintenance', 'gas']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-05-27 15:05:31+00:00,Lovejoy Musundire,1
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'Supply', 'Assistant']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'role', 'responsible', 'provide', 'routine', 'transactional', 'supply', 'service', 'support', 'replenish', 'store', 'maintain', 'issue', 'item', 'material', 'meet', 'company', 'requirement', 'job', 'holder', 'report', 'Advisor', 'Warehouse', 'Inventory', 'Control', 'Key', 'Accountabilities', 'Issue', 'good', 'material', 'supply', 'consignment']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-05-27 15:04:41+00:00,Lovejoy Musundire,1
Copperbelt Energy,development,"['CEC', 'Renewables', 'release', 'Green', 'Bond', 'Annual', 'Impact', 'Report']","['January', 'Lusaka', 'Zambia', 'debut', 'Green', 'Bond', 'successfully', 'list', 'Lusaka', 'Securities', 'Exchange', 'LuSE', 'mark', 'significant', 'milestone', 'achieve', 'CEC', 'subsidiary', 'CEC', 'Renewables', 'achievement', 'set', 'play', 'pivotal', 'role', 'drive', 'development', 'renewable', 'energy', 'country']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-05-24 13:32:19+00:00,Lovejoy Musundire,0
Copperbelt Energy,career,"['CEC', 'Renewables', 'Career', 'opportunity', 'Health', 'Safety', 'Environment', 'Community', 'Liaison', 'Officer']","['currently', 'career', 'opportunity', 'Health', 'Safety', 'Environment', 'Community', 'Liaison', 'Officer', 'Contract', 'Type', 'fix', 'Term', 'Contract', 'Job', 'Location', 'Kitwe', 'role', 'critical', 'ensure', 'compliance', 'zambian', 'law', 'environmental', 'management', 'social', 'safeguard', 'Occupational', 'Health', 'Safety', 'IFC', 'Performance', 'Standards', 'Environmental', 'Social', 'Sustainability', 'World', 'Bank']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-04-24 10:47:17+00:00,CEC Investor Relations,0
Copperbelt Energy,politics,"['CEC', 'Commissions', 'Itimpi', 'Solar', 'Photovoltaic', 'Power', 'Station', 'Kitwe']","['Copperbelt', 'Energy', 'Corporation', 'CEC', 'take', 'significant', 'stride', 'sustainable', 'operation', 'successful', 'commissioning', 'megawatt', 'Itimpi', 'Solar', 'Photovoltaic', 'Power', 'Station', 'Garneton', 'Kitwe', 'hold', 'Wednesday', 'April', 'Plant', 'unveil', 'President', 'Republic', 'Zambia', 'Mr', 'Hakainde', 'Hichilema', 'dignitary', 'stakeholder']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-04-15 14:26:47+00:00,Lovejoy Musundire,0
Copperbelt Energy,business news,"['CEC', 'Annual', 'Report', 'release']","['pleased', 'great', 'progress', 'year', 'front', 'achieve', 'notable', 'progress', 'sustainability', 'priority', 'settle', 'remain', 'historical', 'risk', 'continue', 'consolidation', 'DRC', 'business', 'centre', 'milestone', 'achieve', 'year', 'confident', 'agility']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-03-07 21:43:10+00:00,CEC Investor Relations,1
Copperbelt Energy,business news,"['CEC', 'Notice', 'Agenda', 'Sixth', 'Annual', 'General', 'Meeting']","['notice', 'give', 'Sixth', 'Annual', 'General', 'Meeting', 'AGM', 'Members', 'Copperbelt', 'Energy', 'Corporation', 'PLC', 'hold', 'virtually', 'Corpserve', 'eagm', 'platform', 'link', 'provide', 'note', 'physically', 'CEC', 'Ravens', 'Country', 'Club', 'Thursday', 'March', 'commence', 'hour', 'transact', 'business']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-03-07 07:25:32+00:00,Lovejoy Musundire,0
Copperbelt Energy,business news,"['CEC', 'release', 'Consolidated', 'audit', 'result', 'Financial', 'Year', 'end', 'December']","['Managing', 'Director', 'Owen', 'Silavwe', 'comment', 'thrilled', 'present', 'strong', 'business', 'performance', 'Group', 'continue', 'progress', 'delivery', 'strategic', 'priority', 'steadily', 'translate', 'value', 'stakeholder', 'evidence', 'key', 'performance', 'statistic', 'present', 'continue', 'deliver', 'operational']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-03-01 12:34:38+00:00,Lovejoy Musundire,1
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'technician', 'electrical']","['invite', 'application', 'suitably', 'qualified', 'innovative', 'individual', 'position', 'Technician', 'Electrical', 'base', 'Kitwe', 'successful', 'candidate', 'require', 'carry', 'regular', 'way', 'leave', 'patrol', 'order', 'inspect', 'determine', 'condition', 'Company', 'transmission', 'line', 'ancillary', 'equipment', 'effective']",https://cecinvestor.com/search/kitwe/feed/rss2/,2024-01-24 15:37:07+00:00,Lovejoy Musundire,1
Copperbelt Energy,development,"['CEC', 'Career', 'Opportunity', 'Manager', 'Digital', 'Innovations']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'role', 'responsible', 'drive', 'digital', 'innovation', 'automation', 'digitalisation', 'software', 'development', 'serve', 'bridge', 'business', 'requirement', 'technology', 'solution', 'collaborate', 'department', 'create', 'digital', 'transformation', 'strategy', 'design', 'datum', 'analytic', 'tool', 'evaluate', 'emerge', 'technology', 'procure', 'specialised', 'software', 'application']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-11-30 06:04:12+00:00,Lovejoy Musundire,1
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'engineer', 'Information', 'Security', 'Governance', 'Compliance']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'job', 'holder', 'require', 'ensure', 'organisational', 'alignment', 'regulation', 'standard', 'good', 'practice', 'datum', 'protection', 'operational', 'integrity', 'role', 'include', 'proactive', 'identification', 'resolution', 'cyber', 'issue', 'post', 'incident', 'analysis', 'drive', 'digital', 'landscape', 'improvement', 'additionally', 'job', 'holder', 'play']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-11-30 06:03:07+00:00,Lovejoy Musundire,1
Copperbelt Energy,development,"['CEC', 'Career', 'Opportunity', 'Advisor', 'Talent', 'Management']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'role', 'responsible', 'create', 'high', 'performance', 'culture', 'provide', 'talent', 'development', 'initiative', 'company', 'wide', 'Learning', 'Development', 'plan', 'facilitate', 'effective', 'performance', 'management', 'system', 'addition', 'role', 'ensure', 'talent', 'development', 'plan', 'initiative', 'link', 'fulfilment']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-10-02 19:00:24+00:00,CEC Investor Relations,1
Copperbelt Energy,politics,"['CEC', 'Career', 'Opportunity', 'Advisor', 'HR', 'Operations']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'role', 'require', 'perform', 'variety', 'hr', 'operational', 'administrative', 'function', 'include', 'implementation', 'hr', 'plan', 'policy', 'procedure', 'departmental', 'level', 'proactive', 'engagement', 'unit', 'business', 'ensure', 'effective', 'efficient', 'delivery', 'hr', 'solution']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-10-02 18:52:36+00:00,CEC Investor Relations,0
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'Manager', 'HR', 'Operations']","['Grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'role', 'responsible', 'oversee', 'day', 'day', 'hr', 'operation', 'successful', 'execution', 'hr', 'plan', 'process', 'align', 'departmental', 'overall', 'company', 'strategy', 'whilst', 'drive', 'efficient', 'optimal', 'employee', 'experience', 'job', 'holder', 'report', 'Chief']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-10-02 18:43:57+00:00,CEC Investor Relations,1
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'Creditors', 'Accountant']","['invite', 'application', 'suitably', 'qualified', 'innovative', 'individual', 'position', 'Creditors', 'Accountant', 'base', 'Kitwe', 'successful', 'candidate', 'require', 'review', 'process', 'prepare', 'payment', 'good', 'service', 'supply', 'Company', 'reconcile', 'supply', 'account', 'regular', 'basis', 'prepare']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-09-06 06:56:20+00:00,Lovejoy Musundire,1
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'Creative', 'Graphic', 'Designer']","['career', 'Opportunity', 'invite', 'application', 'suitably', 'qualified', 'innovative', 'individual', 'position', 'Creative', 'Graphic', 'Designer', 'base', 'Kitwe', 'successful', 'candidate', 'responsible', 'create', 'aesthetically', 'pleasing', 'visual', 'audio', 'content', 'CEC', 'responsibility', 'include', 'define', 'requirement', 'visualise', 'create', 'graphic', 'include', 'illustration', 'logo', 'layout']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-08-18 09:57:49+00:00,Lovejoy Musundire,0
Copperbelt Energy,development,"['CEC', 'Career', 'Opportunity', 'Senior', 'Manager', 'Corporate', 'Communication']","['Grade', 'Contract', 'Type', 'permanent', 'location', 'Kitwe', 'role', 'responsible', 'plan', 'drive', 'communication', 'effort', 'organisation', 'public', 'inform', 'company', 'development', 'view', 'maintain', 'build', 'positive', 'image', 'Company', 'job', 'holder', 'responsible', 'communicate', 'new', 'development']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-08-01 18:54:12+00:00,CEC Investor Relations,1
Copperbelt Energy,career,"['CEC', 'Career', 'Opportunity', 'Security', 'Officer']","['grade', 'Contract', 'Type', 'Permanent', 'location', 'Kitwe', 'job', 'holder', 'require', 'perform', 'range', 'security', 'duty', 'surveillance', 'access', 'security', 'control', 'motor', 'vehicle', 'track', 'monitor', 'security', 'electronic', 'system', 'order', 'ensure', 'security', 'company', 'property', 'role', 'report', 'Senior', 'Security', 'Officer']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-08-01 18:53:47+00:00,CEC Investor Relations,0
Copperbelt Energy,career,"['CEC', 'Career', 'opportunity', 'Drafter', 'Civil', 'Mechanical']","['career', 'Opportunity', 'invite', 'application', 'suitably', 'qualified', 'innovative', 'individual', 'position', 'Drafter', 'Civil', 'Mechanical', 'base', 'Kitwe', 'successful', 'candidate', 'require', 'design', 'produce', 'Civil', 'Architectural', 'Structural', 'steelwork', 'concrete', 'mechanical', 'drawing', 'facilitate', 'construction', 'fabrication', 'maintenance', 'company', 'infrastructure', 'engineering']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-07-12 09:40:44+00:00,Lovejoy Musundire,0
Copperbelt Energy,career,"['CEC', 'Career', 'opportunity', 'Artisan', 'Electrical']","['career', 'Opportunity', 'invite', 'application', 'suitably', 'qualified', 'innovative', 'individual', 'position', 'Artisan', 'Electrical', 'base', 'Kitwe', 'successful', 'candidate', 'require', 'carry', 'electrical', 'maintenance', 'repair', 'installation', 'electrical', 'equipment', 'supply', 'role', 'report', 'Supervisor', 'Electrical']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-07-12 09:39:59+00:00,Lovejoy Musundire,0
Copperbelt Energy,career,"['CEC', 'Career', 'opportunity', 'Laboratory', 'Analyst']","['career', 'Opportunity', 'invite', 'application', 'suitably', 'qualified', 'innovative', 'individual', 'position', 'Laboratory', 'Analyst', 'base', 'Kitwe', 'successful', 'candidate', 'require', 'perform', 'range', 'laboratory', 'analytical', 'activity', 'include', 'oil', 'testing', 'sampling', 'routine', 'testing', 'plant', 'equipment', 'facilitate', 'condition', 'base', 'maintenance']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-07-12 09:39:17+00:00,Lovejoy Musundire,0
Copperbelt Energy,business news,"['cec', 'call', 'Coordinated', 'Energy', 'Transition', 'effort']","['June', 'Lubumbashi', 'Zambia', 'Copperbelt', 'Energy', 'Corporation', 'Plc', 'CEC', 'emphasize', 'need', 'coordinate', 'effort', 'transition', 'green', 'energy', 'source', 'Managing', 'Director', 'Owen', 'Silavwe', 'state', 'today', 'sponsor', 'interview', 'session', 'panel', 'discussion', 'ongoing', 'DRC', 'Mining', 'Week', 'Company', 'aware', 'rise', 'energy']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-06-15 06:55:36+00:00,Lovejoy Musundire,0
Copperbelt Energy,business news,"['CEC', 'Plc', 'reminder', 'Notice', 'Agenda', 'Extraordinary', 'General', 'Meeting']","['notice', 'give', 'Extraordinary', 'General', 'Meeting', 'EGM', 'Members', 'Copperbelt', 'Energy', 'Corporation', 'Plc', 'hold', 'VIRTUALLY', 'hour', 'Monday', 'June', 'transact', 'follow', 'special', 'business', 'Order', 'order', 'take', 'proxy', 'announcement', 'concern', 'quorum', 'attendance', 'amendment']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-05-31 09:29:11+00:00,Lovejoy Musundire,0
Copperbelt Energy,business news,"['CEC', 'Plc', 'Amended', 'Notice', 'Agenda', 'Extraordinary', 'General', 'Meeting']","['notice', 'give', 'Extraordinary', 'General', 'Meeting', 'EGM', 'Members', 'Copperbelt', 'Energy', 'Corporation', 'Plc', 'hold', 'VIRTUALLY', 'hour', 'Monday', 'June', 'transact', 'follow', 'special', 'business', 'Order', 'order', 'take', 'proxy', 'announcement', 'concern', 'quorum', 'attendance', 'amendment']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-05-24 14:39:25+00:00,CEC Investor Relations,0
Copperbelt Energy,career,"['CEC', 'Renewables', 'Limited', 'Career', 'opportunity', 'Operations', 'Maintenance', 'Engineer']","['CEC', 'Renewables', 'Limited', 'CEC', 'Renewables', 'subsidiary', 'CEC', 'Group', 'attainment', 'clean', 'energy', 'operation', 'drive', 'global', 'zambian', 'energy', 'transition', 'agenda', 'generation', 'consumption', 'power', 'clean', 'source', 'solar', 'wind', 'battery', 'storage', 'attain', 'career', 'Opportunities', 'currently', 'career']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-04-25 14:54:57+00:00,Lovejoy Musundire,0
Copperbelt Energy,career,"['CEC', 'Renewables', 'Limited', 'Career', 'opportunity', 'Assets', 'Manager']","['CEC', 'Renewables', 'Limited', 'CEC', 'Renewables', 'subsidiary', 'CEC', 'Group', 'attainment', 'clean', 'energy', 'operation', 'drive', 'global', 'zambian', 'energy', 'transition', 'agenda', 'generation', 'consumption', 'power', 'clean', 'source', 'solar', 'wind', 'battery', 'storage', 'attain', 'career', 'Opportunities', 'currently', 'career']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-04-25 14:48:22+00:00,Lovejoy Musundire,0
Copperbelt Energy,business news,"['CEC', 'Contribution', 'Engineering', 'Innovation', 'acknowledge']","['Copperbelt', 'Energy', 'Corporation', 'CEC', 'receive', 'Excellence', 'Award', 'Engineering', 'Institute', 'Zambia', 'EIZ', 'ongoing', 'EIZ', 'Annual', 'Conference', 'hold', 'Livingstone', 'April', 'award', 'recognition', 'Company', 'contribution', 'engineering', 'innovation', 'Engineering', 'Procurement', 'Construction', 'EPC', 'project']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-04-21 07:12:33+00:00,Lovejoy Musundire,0
Copperbelt Energy,business news,"['CEC', 'Notice', 'Agenda', 'Fifth', 'Annual', 'General', 'Meeting']","['notice', 'give', 'Fifth', 'Annual', 'General', 'Meeting', 'AGM', 'Members', 'Copperbelt', 'Energy', 'Corporation', 'PLC', 'hold', 'VIRTUALLY', 'hour', 'Thursday', 'April', 'transact', 'follow', 'business', 'adoption', 'Minutes', 'consider', 'adopt', 'minute', 'Fourth', 'Annual', 'General', 'Meeting', 'hold']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-04-05 13:45:57+00:00,Lovejoy Musundire,0
Copperbelt Energy,career,"['CEC', 'Career', 'opportunity', 'co', 'ordinator', 'Safety']","['currently', 'career', 'opportunity', 'following', 'field', 'co', 'ordinator', 'Safety', 'Grade', 'Contract', 'Type', 'Permanent', 'Location', 'Kitwe', 'provide', 'inspection', 'advisory', 'service', 'aspect', 'occupational', 'health', 'safety', 'order', 'effectively', 'promote', 'safe', 'working', 'condition', 'workplace', 'CEC', 'Key', 'Accountabilities', 'ensure', 'day', 'day']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-03-17 13:44:02+00:00,CEC Investor Relations,0
Copperbelt Energy,economy news,"['CEC', 'Career', 'Opportunities', 'Trade', 'Advisor']","['currently', 'career', 'opportunity', 'following', 'field', 'trade', 'advisor', 'Grade', 'Contract', 'Type', 'Permanent', 'Location', 'Kitwe', 'role', 'responsible', 'day', 'day', 'operation', 'power', 'market', 'include', 'market', 'coupling', 'technological', 'development', 'market', 'platform', 'product', 'service', 'forecasting', 'plan', 'advise', 'power', 'trader']",https://cecinvestor.com/search/kitwe/feed/rss2/,2023-03-17 13:43:23+00:00,CEC Investor Relations,0
